B0009XLVG0,B001L1KH6Y,B003THML30,B004YWHTBS,B003WLC4VC,B003THQKXM,B003NZHOQ2,B005LXGGH2,B000G82L5I,B000FBQ5EY,B003THTKZC,B003UE2X2G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000F4J76E,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000EDBPP2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B0031TJ0X0,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQBZQK,B000CQC0B4,B000CQC0B4,B000CQG8M6,B000CQG8M6,B000GG0BPM,B000CQID7E,B000CQID7E,B000CQG8B2,B000CQG8B2,B000E48IMO,B000CQIDJM,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B001K2IECI,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQBZQK,B000CQC0B4,B000CQC0B4,B000CQG8M6,B000CQG8M6,B000CQID7E,B000CQID7E,B000CQG8B2,B000CQG8B2,B000CQIDJM,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B002MB2JC2,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B004H1AIGY,B000CQG8B2,B000WV153I,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000I645SO,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQ6KTM,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B005M16T16,B000CQG8M6,B000CQID7E,B00061R4AW,B004783ADK,B000CQG8B2,B001ONVOC0,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000V7CXE8,B002ATOUZA,B002JGBC96,B002ATOV2C,B002JG5TVS,B002ATOUVY,B002ATEZJG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002GWFAEG,B002GWMEK4,B002GWH6MA,B002GWFASC,B0015IZGLE,B002GWMD2I,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000YSXDDY,B001EQ4ICA,B0015V885C,B000EMB026,B000EMD240,B001EQ4EHE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B008RWUKXK,B005IW4WFY,B002TSA91Q,B002TSA91G,B008RWUHA6,B007JFMIWW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B008RWUKXK,B005IW4WFY,B008RWUHA6,B005A1LJ04,B004E4EBMG,B007JFXWRC,B004JGQ15E,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B008RWUKXK,B008RWUKXK,B005IW4WFY,B005IW4WFY,B008RWUHA6,B008RWUHA6,B006BXV176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B008RWUKXK,B005IW4WFY,B004TPKAN4,B000FD78BQ,B008RWUHA6,B001BM62T4,B004M0ZX2E,B004JGQ15E,B004M15SPA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B008RWUKXK,B005IW4WFY,B007RTR898,B007JT7AEY,B008RWUHA6,B003XDH6M6,B0061IUIDY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B008RWUKXK,B005IW4WFY,B004OQ257C,B008RWUHA6,B002IEVJRY,B000OWB3R8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B008RWUKXK,B004U43ZO0,B005IW4WFY,B002RSVOLM,B008RWUHA6,B0044CPA28,B004E4EBMG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000W5SLEU,B000W5SLEU,B000W5SLHW,B000W5SLHW,B002YFZ7IY,B002YFZ7IY,B0018CIP6K,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000W5SLEU,B000W5SLHW,B002YFZ7IY,B000HHO8EA,B0006NLXKC,B0006NLXL6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000633UPS,B000633V5W,B000OIZIVY,B003TE8JQ6,B001F3A1AA,B0021L8XSM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000QUXXR6,B000QUTRLW,B000FFIIZO,B003HKY4R0,B001EO6E06,B000FFIIZY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004U43ZO0,B004DIR3TQ,B002TN3WR4,B0041CIP3M,B001SB0UCS,B000KT0IH6,B000LQLNRM,B0009F3S7I,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004U43ZO0,B000GPNKRE,B002GWFA1Y,B005A1LJ04,B005A1LINC,B0018CIP6K,B004E4HUMY,B004E4EBMG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000S6908Y,B000EDMDZS,B000EDGBF6,B000UXY2J2,B007GYQ6LA,B000EDGB2E,B000EDGB7E,B000EDGBA6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0057K2Z7Y,B0034EDLS2,B0034EDMCW,B0034EDMLI,B0034EDM2W,B0034EFIYC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001GH19PG,B0050JSRU6,B001B4X7L8,B0050TDLUW,B0043DUZGE,B005TRIV1Y,B001B4TTWO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B006ZC3IHY,B002ZX1U9A,B007TJGZ4A,B0029XDZKI,B000TQEWM2,B008FHUKE6,B006N3I1HM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000EDI0X2,B004VLV9OU,B000EDM6KU,B004VLSV5U,B004VLVCGU,B000V1O41O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001DGDOQC,B000FDOUYE,B0046H1SCW,B001QHPQTG,B000VHET36,B0048IKMK8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B006N3I1QI,B004APZYVG,B000TFSM92,B002ZJQQ5M,B004EE0TYK,B002UQJUJE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0019MYZGS,B0083QJU0Y,B0019N37HK,B002AUF0Q2,B000NMKCRQ,B0083QJU5O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0019MYZGS,B0013HGSGY,B0016NIK0W,B000FV8LPU,B00032A8UM,B000NV9CFA,B0083QJU5O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0009TMU0K,B000MT4HWG,B001J8H1E0,B000EA2DA6,B001QE96CW,B001ELLAVC,B002TOEMWW,B000V9VLOO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B00304Q11A,B00824FHL8,B003056CWM,B008TGAWUU,B003052PHI,B0038336IE,B008THR9P0,B00897UVVE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B005VBBRW8,B0034EDLS2,B0034EDMCW,B0034EDMLI,B0034EDM2W,B0034EFIYC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000JLB5NG,B0017JFWLK,B0026KJPYE,B0007G9FEE,B0006345XY,B0000DIYK0,B001BG4RBK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001F978EG,B001VJ0B0I,B004JRO1S2,B005A1LINC,B005A1LGIY,B001F978C8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001L4JH5I,B001KUQIPU,B000EDG4V2,B001EO5RVI,B001GVIUTU,B000LKTBDQ,B000EDBPO8,B000LKTBBI,B000EDDS3O,B000EDBPP2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001L4JH5I,B0034EDLS2,B0034EDMCW,B0034EDMLI,B0034EDM2W,B0034EFIYC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EYUE4I,B002ZX1U9A,B007TJGZ4A,B0029XDZKI,B000TQEWM2,B008FHUKE6,B006N3I1HM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EYUE4S,B002AQ0OS0,B000HBV9PW,B004YLEP0M,B001SB17R0,B006N3I4P6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0009K77O8,B002ZX1U9A,B007TJGZ4A,B0029XDZKI,B000TQEWM2,B008FHUKE6,B006N3I1HM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000FDMLUE,B00122BKHC,B002LCKPU0,B000FDMLWW,B000V2SUU4,B00122BKI6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0040MNU5Q,B0030CEPAG,B0058R11OO,B0040MIPEC,B0040MKNTW,B0030C7N1E,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0040MNU5Q,B0043V7HYY,B003LV2TJU,B0030CEPAG,B0040MIPEC,B0040MKNTW,B004HSN134,B0030C7N1E,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0040MNU5Q,B001J9ST90,B0030CEPAG,B0040MIPEC,B0040MKNTW,B0030C7N1E,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0040MNU5Q,B0040MNU5Q,B0030CEPAG,B0030CEPAG,B0040MIPEC,B0040MIPEC,B0040MKNTW,B0040MKNTW,B0030C7N1E,B0030C7N1E,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0019FEOS4,B0019FM29M,B0017JFZ3U,B0019FGRJI,B0019FEOYS,B001VJ3HAE,B0019FEOJI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0019FEOS4,B0019FM29M,B000BTIHBO,B0019FGRJI,B0019FEOYS,B0019FEOJI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0019FEOS4,B0019FEOS4,B0019FM29M,B0019FM29M,B0019FGRJI,B0019FGRJI,B0019FEOYS,B0019FEOYS,B0019FEOJI,B0019FEOJI,B000EMM95S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0019FEOS4,B0019FM29M,B00132YTO2,B003ULDY18,B001NGAWD0,B0019FGRJI,B0019FEOYS,B0019FEOJI,B000ICPUYQ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001Q9EGFY,B000EMQFY4,B001Q9EGFE,B005A1LINC,B005A1LGIY,B001EO6E06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002LMQ6OO,B002LMQRA2,B002LN566C,B001G7QG5O,B002LMA8FC,B002LMXFCU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002LMQ6OO,B002LMQRA2,B002LN566C,B001G7QG5O,B002LMA8FC,B002LMXFCU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002LMQ6OO,B002LMQRA2,B002LN566C,B001G7QG5O,B002LMA8FC,B002LMXFCU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002LMQ6OO,B002LMQRA2,B002LN566C,B001G7QG5O,B002LMA8FC,B002LMXFCU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003J9R3MM,B001P3NU44,B001P3NU44,B0000CH4F7,B001P3NU3U,B001P3NU3U,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001NXM3I0,B001NXM3I0,B001NXM3I0,B001NXHY8Y,B001NXHY8Y,B001NXHY8Y,B001NXM3GM,B001NXM3GM,B001NXM3GM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001NXM3I0,B001NXM3I0,B001NXHY8Y,B001NXHY8Y,B001NXM3GM,B001NXM3GM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001NXM3I0,B001NXM3I0,B001NXHY8Y,B001NXHY8Y,B001NXM3GM,B001NXM3GM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001NXM3I0,B001NXM3I0,B001NXM3I0,B000KOSLGQ,B001NXHY8Y,B001NXHY8Y,B001NXHY8Y,B001NXM3GM,B001NXM3GM,B001NXM3GM,B003SBU2CO,B003SBU2CO,B0045TQEEI,B003SBU3OG,B003SBU3OG,B003K8W17E,NaN,NaN,NaN,NaN
B001NXM3I0,B001NXM3I0,B001NXHY8Y,B001NXHY8Y,B001NXM3GM,B001NXM3GM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002ULC2GM,B000UV9IB6,B007IX4C60,B000FFS09I,B00330RVGK,B000YVGMZW,B001EO5XIA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B00474VPLI,B00153UX9Y,B007OXJK1Q,B003YUW7EK,B00451SD4U,B00153Y3JU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B00474VPLI,B007OXJK1Q,B003YUW7EK,B00451SD4U,B001D0GV7M,B000YUOWVO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B00474VPLI,B0085E7B8W,B007OXJK1Q,B00436SFOK,B003YUW7EK,B00451SD4U,B003KRHDMI,B003QTZ2RS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B00474VPLI,B007OXJK1Q,B004ECR0BM,B003YUW7EK,B00451SD4U,B001HKZZ4I,B000GUOA8W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B00474VPLI,B008YA1NWC,B003G52BN0,B007OXJK1Q,B003YUW7EK,B00451SD4U,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B005X4T4NW,B000XS6RJW,B006UV31XQ,B000FELX2U,B000HDJZWO,B003XDJZPW,B000HDKZK0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0040PUQ9G,B003TVUQE2,B000ET8XBA,B000EMK56I,B003OB6CKY,B004DCOU8O,B00438JODY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EO5Q64,B001KQAR24,B0012C7VLG,B005P0NLJ2,B000GAT6MM,B000GAT6OU,B0028UA2NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EO5Q64,B0046IIPMW,B000PIMS1Q,B001IZECUK,B004AHGD8C,B000MIAOWE,B004XDHH4C,B001A60XQY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EO5Q64,B0034EDLS2,B0034EDMCW,B004XXLNIS,B0034EDMLI,B0034EDM2W,B0034EFIYC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EO5Q64,B003FDC2I2,B0012AL3W6,B003R0LKWM,B005V9UG18,B003FDG4K4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EO5Q64,B001C1PK92,B004OW342G,B0001TNCK0,B000HB9TOA,B004FKKEW0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004APZYVG,B002QGK2V8,B008YA1NWC,B003G52BN0,B002AQ0OS0,B007OXJL0G,B004EE0TYK,B004779XSM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003TIT7SG,B002AR2XW4,B001AS04SE,B0032GMRBO,B000AYFAMO,B002ZJ3CC2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0000SXEOQ,B0000ESTGX,B0000SXENM,B0000SXEU0,B0000SXEPA,B0000SXEPU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003MWERTS,B0019T25QI,B003MWCXEE,B000KTWAWC,B007KIOBMS,B003PFPFIE,B000MTM0WK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001PB8014,B002ZX1U9A,B007TJGZ4A,B0029XDZKI,B0009F3SBY,B000TQEWM2,B008FHUKE6,B006N3I1HM,B0009F3S78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000KFU13Q,B00555V6EO,B003CMLP9I,B003CMJTHS,B003CMIO0Q,B003CMIO06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002YRBATC,B000UUIYHQ,B000HDJZWO,B003XB5LMU,B001EO5KYM,B002PB0RBO,B0017I3SNK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000Q5X876,B000LKZ3GA,B000LKVB6Q,B000Q611U6,B0015MY6PC,B000Q5X8DK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000Q5X876,B0034EDLS2,B0034EDMCW,B001EQ5JKK,B0015GRTCK,B000Q611U6,B0034EDMLI,B0034EDM2W,B0015MY6PC,B0034EFIYC,B000Q5X8DK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000Q5X876,B002D4DY8G,B000ESJR20,B000Q611U6,B0015MY6PC,B000Q5X8DK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000Q5X876,B000Q611U6,B0015MY6PC,B000HDK0DC,B001EQ5SKQ,B000Q5X8DK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000Q5X876,B007YMUIKY,B002PNWU5I,B000Q611U6,B0015MY6PC,B000Q5X8DK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000Q5X876,B002UQJ8KK,B000Q611U6,B0015MY6PC,B000FL3IM6,B000Q5X8DK,B001EO5PB0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000Q5X876,B000LT0STS,B000Q611U6,B000Y4S38I,B0015MY6PC,B000Q5X8DK,B000CQ26DQ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000Q5X876,B000Q611U6,B0015MY6PC,B000HDK0D2,B001E5E4EI,B000Q5X8DK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000Q5X876,B000Q611U6,B000EVOSF8,B0015MY6PC,B001CD7AUC,B000Q5X8DK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B005EX6N1S,B003P02EX8,B000FFLTEG,B0017U08PO,B001EO6FO6,B001GQ3E3M,B0018CLWC4,B001QXZ74Y,B000FFLTD2,B000FFPXDO,B002TN02NG,B0016CQST8,B003P00MA0,B000KFZ3LQ,NaN,NaN,NaN,NaN,NaN,NaN
B0029NX9WM,B000EOXQS0,B0029NV500,B0029NV4N8,B004VPUCZS,B003NUYCMQ,B000ODH4BG,B0041QEM94,B0029NV488,B001E6IULK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000KY6NQG,B000IZRW80,B000I4O824,B000I4L0ZW,B000I4O3FG,B000VICB76,B000EQA60O,B000EZYFRA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004N5MDY4,B007R900WA,B003832GRQ,B002YLI9E2,B0052XN0EI,B000HDK0DC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0007SMLUM,B000EI2LLO,B0052OUAOK,B0052OUAOK,B009HXB2JO,B000I0VLRS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002UQ17Z4,B0009F3PP8,B001HTE3Y2,B003ULDYRW,B0009F3PLC,B000E63LB0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0001K5M3E,B001LO4YZQ,B001HTI24E,B000HRZX6C,B0000ZSH8M,B003JO0VV2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ5JNW,B000E243RA,B000E243R0,B000E1ZUQO,B000E1VF86,B001EQ4IRA,B000E1ZUQY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003J9HAU2,B0012PZ7U0,B0046XKKMA,B001E5E2QI,B001FA1KYY,B004UA53AI,B003Z8NEL6,B001L28RTM,B003J9D2CC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000NV9VQA,B0052PO2JI,B000MT4HWG,B002ESS8D2,B00395564I,B000NRXQH4,B001CHJ01A,B002TOEMWW,B000V9VLOO,B002ESMK4U,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B005LURD40,B005FC6T08,B007M832Y4,B002SPSK7A,B001LNHQ34,B005LURD36,B0038A8F0Q,B0009L4QWI,B0098WV8F2,B005LURD4K,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
